"SIRUTA","Denumire","Tip","Judet"
"175019","ODOBESTI","oras","VRANCEA"
"175055","PANCIU","oras","VRANCEA"
"175126","ANDREIASU DE JOS","comuna","VRANCEA"
"175206","BALESTI","comuna","VRANCEA"
"178929","BILIESTI","comuna","VRANCEA"
"175224","BARSESTI","comuna","VRANCEA"
"175260","BOGHESTI","comuna","VRANCEA"
"175368","BOLOTESTI","comuna","VRANCEA"
"175439","BORDESTI","comuna","VRANCEA"
"175466","BROSTENI","comuna","VRANCEA"
"175509","CHIOJDENI","comuna","VRANCEA"
"175590","CIORASTI","comuna","VRANCEA"
"174780","CAMPINEANCA","comuna","VRANCEA"
"175670","CAMPURI","comuna","VRANCEA"
"175732","CARLIGELE","comuna","VRANCEA"
"175787","CORBITA","comuna","VRANCEA"
"175885","COTESTI","comuna","VRANCEA"
"175938","DUMBRAVENI","comuna","VRANCEA"
"175983","DUMITRESTI","comuna","VRANCEA"
"176150","FITIONESTI","comuna","VRANCEA"
"176212","GAROAFA","comuna","VRANCEA"
"174824","GOLESTI","comuna","VRANCEA"
"178938","GOLOGANU","comuna","VRANCEA"
"176301","GUGESTI","comuna","VRANCEA"
"176338","GURA CALITEI","comuna","VRANCEA"
"176445","HOMOCEA","comuna","VRANCEA"
"176506","JARISTEA","comuna","VRANCEA"
"176551","JITIA","comuna","VRANCEA"
"176613","MAICANESTI","comuna","VRANCEA"
"176686","MERA","comuna","VRANCEA"
"176748","MILCOVUL","comuna","VRANCEA"
"176793","MOVILITA","comuna","VRANCEA"
"176855","NANESTI","comuna","VRANCEA"
"176891","NARUJA","comuna","VRANCEA"
"176944","NEREJU","comuna","VRANCEA"
"178885","NEGRILESTI","comuna","VRANCEA"
"177003","NISTORESTI","comuna","VRANCEA"
"178947","OBREJITA","comuna","VRANCEA"
"177101","PALTIN","comuna","VRANCEA"
"178910","PAULESTI","comuna","VRANCEA"
"177236","PAUNESTI","comuna","VRANCEA"
"178894","PLOSCUTENI","comuna","VRANCEA"
"177263","POIANA CRISTEI","comuna","VRANCEA"
"178901","POPESTI","comuna","VRANCEA"
"177352","PUFESTI","comuna","VRANCEA"
"177405","RACOASA","comuna","VRANCEA"
"178956","RASTOACA","comuna","VRANCEA"
"177469","REGHIU","comuna","VRANCEA"
"177557","RUGINESTI","comuna","VRANCEA"
"177600","SIHLEA","comuna","VRANCEA"
"177655","SLOBOZIA BRADULUI","comuna","VRANCEA"
"177726","SLOBOZIA CIORASTI","comuna","VRANCEA"
"177762","SOVEJA","comuna","VRANCEA"
"178965","SPULBER","comuna","VRANCEA"
"177799","STRAOANE","comuna","VRANCEA"
"177842","SURAIA","comuna","VRANCEA"
"177879","TANASOAIA","comuna","VRANCEA"
"177986","TATARANU","comuna","VRANCEA"
"178046","TAMBOESTI","comuna","VRANCEA"
"178117","TULNICI","comuna","VRANCEA"
"178180","TIFESTI","comuna","VRANCEA"
"178279","URECHESTI","comuna","VRANCEA"
"178313","VALEA SARII","comuna","VRANCEA"
"178377","VIDRA","comuna","VRANCEA"
"178475","VINTILEASCA","comuna","VRANCEA"
"178545","VIZANTEA-LIVEZI","comuna","VRANCEA"
"178607","VANATORI","comuna","VRANCEA"
"178689","VARTESCOIU","comuna","VRANCEA"
"178750","VRANCIOAIA","comuna","VRANCEA"
"178821","VULTURU","comuna","VRANCEA"
"179141","SECTORUL 1","sector","MUNICIPIUL BUCURESTI"
"179150","SECTORUL 2","sector","MUNICIPIUL BUCURESTI"
"179169","SECTORUL 3","sector","MUNICIPIUL BUCURESTI"
"179178","SECTORUL 4","sector","MUNICIPIUL BUCURESTI"
"179187","SECTORUL 5","sector","MUNICIPIUL BUCURESTI"
"179196","SECTORUL 6","sector","MUNICIPIUL BUCURESTI"
